k,f_b,z,n,error_68_m,error_68_p,error_95_m,error_95_p
0.534211750010971,0.825,0.125,8.0,-0.000811673566459903,0.0006481634569689421,-0.002226630971874574,0.0007726066838716628
0.6786916380543273,0.225,0.125,9.0,-0.0024347743505052414,0.0020887948943158056,-0.0046596898211044985,0.003994055044607877
0.6786916380543273,0.275,0.125,10.0,-0.0031348546767449616,0.0035854456747400924,-0.006463982989127365,0.006694290157897964
0.6786916380543273,0.325,0.125,25.0,-0.002238314922245565,0.002013028400573524,-0.004431279576980718,0.003892522927713216
0.6786916380543273,0.375,0.125,27.0,-0.00249736044543375,0.0021351586166446553,-0.004978742121801564,0.004153210624903744
0.6786916380543273,0.425,0.125,39.0,-0.0014156063734425722,0.0013619908987508866,-0.0028030000745091197,0.002728022459429049
0.6786916380543273,0.475,0.125,37.0,-0.0012276777714913304,0.0012685801510864641,-0.0024088514431202124,0.0024693523797443516
0.6786916380543273,0.525,0.125,30.0,-0.0010863388083571723,0.0010935041460726116,-0.0020798962417907718,0.002114216546264257
0.6786916380543273,0.575,0.125,37.0,-0.0009657492623900273,0.0010411956088658544,-0.0018863159230183759,0.002018605141934661
0.6786916380543273,0.625,0.125,50.0,-0.0007097826676572234,0.0006861726990579406,-0.001340852353884383,0.0013668355433545585
0.6786916380543273,0.675,0.125,66.0,-0.0005438530372053982,0.0005185917380129142,-0.0010789163422122742,0.0009907917797326673
0.6786916380543273,0.725,0.125,99.0,-0.00041387299955983635,0.000422778619654415,-0.0008542331650139435,0.000825967817789556
0.6786916380543273,0.775,0.125,63.0,-0.00047703303773694185,0.00047007415840586114,-0.00097244922391268,0.0009254797004781227
0.6786916380543273,0.825,0.125,6.0,-0.0012992610225987524,0.001164847201131802,-0.0036697677160939346,0.0012535013549565728
0.8622467393414398,0.225,0.125,8.0,-0.002651464834038536,0.0020910144925976593,-0.005146161788960417,0.004087349882261421
0.8622467393414398,0.275,0.125,11.0,-0.0036431418117380374,0.004001855264265985,-0.007158048357776479,0.0077651008205446926
0.8622467393414398,0.325,0.125,25.0,-0.002323905823280845,0.0021129602014066627,-0.004651603538550324,0.004087755465158102
0.8622467393414398,0.375,0.125,31.0,-0.002843676312287126,0.0022878250520724642,-0.0055929263983061,0.004622937008530819
0.8622467393414398,0.425,0.125,38.0,-0.001705496355393667,0.0016574659801626805,-0.0033749955739855917,0.003230467198621723
0.8622467393414398,0.475,0.125,36.0,-0.0015285477054584836,0.0014487444499932656,-0.002971106227408623,0.0029222536279698767
0.8622467393414398,0.525,0.125,30.0,-0.0014067048601730265,0.001281606448806725,-0.0027275908455852756,0.002570889289079055
0.8622467393414398,0.575,0.125,35.0,-0.001193715362197654,0.0012965023887763912,-0.0024264570233563693,0.0024679040307320817
0.8622467393414398,0.625,0.125,49.0,-0.0008676965427399518,0.0008865470686599428,-0.001663397598845722,0.0017680785023484306
0.8622467393414398,0.675,0.125,62.0,-0.00072979692648567,0.0007230318734346933,-0.001486028429988457,0.0014356311819958068
0.8622467393414398,0.725,0.125,92.0,-0.0005876588325105172,0.0006305558816929821,-0.0012433212006316256,0.001218913216675849
0.8622467393414398,0.775,0.125,74.0,-0.0005710253732015953,0.0006158379647613879,-0.001145784979537557,0.0012114227261312972
0.8622467393414398,0.825,0.125,7.0,-0.0029066663185673123,0.0023620557061306354,-0.006371098596859771,0.003934269182878868
1.0954451150103284,0.225,0.125,8.0,-0.002934025153067089,0.0025071225128435876,-0.006369785260647824,0.004657472891385362
1.0954451150103284,0.275,0.125,17.0,-0.0032346021342839724,0.003047522739732098,-0.006244467079861804,0.0060173946729275155
1.0954451150103284,0.325,0.125,22.0,-0.002602511150173654,0.002273934369106689,-0.005333354673755821,0.004299575039209131
1.0954451150103284,0.375,0.125,29.0,-0.0033069214903964222,0.002878870038720511,-0.006740118639349163,0.005445386686528697
1.0954451150103284,0.425,0.125,37.0,-0.0020762778750006493,0.0019385910694200757,-0.003971607194330877,0.003717431547475656
1.0954451150103284,0.475,0.125,38.0,-0.0017513782816868714,0.0017181078637559428,-0.003337941519521347,0.003443398477968207
1.0954451150103284,0.525,0.125,29.0,-0.001645158885867858,0.0015230056433050503,-0.0033124373171104066,0.0029491457928185793
1.0954451150103284,0.575,0.125,37.0,-0.001482516593376794,0.0015642673365979514,-0.0029221051341845124,0.0030207636559557846
1.0954451150103284,0.625,0.125,44.0,-0.0012451081471503477,0.001222988019484213,-0.0023312481132673267,0.00249308095272446
1.0954451150103284,0.675,0.125,55.0,-0.0010437450581580682,0.0010918672139987203,-0.0020155661566535585,0.0020936780350487953
1.0954451150103284,0.725,0.125,96.0,-0.0007851127772081529,0.0008249570280591127,-0.0015928583681235344,0.0016066100228166575
1.0954451150103284,0.775,0.125,76.0,-0.0008431714139837754,0.0008914457080467589,-0.0016562888087465208,0.0017009865516058895
1.0954451150103284,0.825,0.125,10.0,-0.0027513692937391186,0.0024827089325988204,-0.005918535076626242,0.004510643083784954
1.3917130042341714,0.225,0.125,9.0,-0.002596882247540523,0.002159047745482937,-0.005364080169234844,0.004105663885656449
1.3917130042341714,0.275,0.125,16.0,-0.003774341529522273,0.003558105129789575,-0.007603469141215417,0.006630914786138288
1.3917130042341714,0.325,0.125,24.0,-0.002505980431925614,0.0021474576802494065,-0.005022628596102889,0.0041139599131371895
1.3917130042341714,0.375,0.125,27.0,-0.0036420719062514114,0.0028949217935834446,-0.007419369379847195,0.005568944516556875
1.3917130042341714,0.425,0.125,39.0,-0.0019291565743848585,0.0018367556742238849,-0.0036535845651263295,0.003700191641576179
1.3917130042341714,0.475,0.125,36.0,-0.0021898423186069564,0.0018721440892673002,-0.004126585944483065,0.0038983758871723416
1.3917130042341714,0.525,0.125,31.0,-0.0018177237456673816,0.0018171360723010612,-0.0037323750422349573,0.003469792991432419
1.3917130042341714,0.575,0.125,34.0,-0.001791730873359653,0.001732640573281381,-0.003625676650822231,0.0033784156074866886
1.3917130042341714,0.625,0.125,47.0,-0.001492676892582315,0.0013112446201344393,-0.002699584878943406,0.0027852468733514536
1.3917130042341714,0.675,0.125,53.0,-0.0012679978513850164,0.0012524230538455811,-0.0025060953455519506,0.002413529538039639
1.3917130042341714,0.725,0.125,95.0,-0.001047105471610881,0.001035983286442557,-0.0020089619805464323,0.0020173122063681516
1.3917130042341714,0.775,0.125,77.0,-0.0010281724421451496,0.0010243303854552657,-0.00197483007101237,0.0020827853498604065
1.3917130042341714,0.825,0.125,10.0,-0.003136216072997672,0.002779422879285753,-0.006688205422793414,0.005211444797012286
1.768107830884987,0.225,0.125,10.0,-0.0027289529210505867,0.002554891193664004,-0.006085701093977238,0.004533703092094113
1.768107830884987,0.275,0.125,17.0,-0.0031506310505014638,0.0027928669268386425,-0.006295277547704145,0.0055733256326348695
1.768107830884987,0.325,0.125,27.0,-0.0026190790354180924,0.002130881737202963,-0.00500432848801297,0.004305196202533075
1.768107830884987,0.375,0.125,24.0,-0.0032555961966822377,0.0029107759576197934,-0.006409928418376094,0.0055642759348313205
1.768107830884987,0.425,0.125,41.0,-0.0018524631426274304,0.0018033831942116552,-0.0038658889773752927,0.003475811931809625
1.768107830884987,0.475,0.125,36.0,-0.0020185119833532714,0.0020553267393304455,-0.004007312336975274,0.0038742057060709846
1.768107830884987,0.525,0.125,32.0,-0.0019597037572850477,0.0018491439125632723,-0.0038282395282662465,0.0035210418857900484
1.768107830884987,0.575,0.125,39.0,-0.0016773107518433948,0.0016083952260651014,-0.003430657364698113,0.0031040424822270925
1.768107830884987,0.625,0.125,46.0,-0.0014500517428924578,0.0014533988607030332,-0.0029186157251898915,0.0028436275990741965
1.768107830884987,0.675,0.125,65.0,-0.0012484070320629287,0.0011297005797701772,-0.0023686172124741285,0.0022935365332620167
1.768107830884987,0.725,0.125,102.0,-0.0010858875052083918,0.0011033962089622741,-0.0021094760275150084,0.0022111569347703576
1.768107830884987,0.775,0.125,55.0,-0.0011874766249305175,0.0012111833429021164,-0.0024839226369587275,0.0023589795337721955
2.2463002732069133,0.225,0.125,12.0,-0.0027751878358807346,0.002698237194563771,-0.0055017656618863535,0.0053215671289770046
2.2463002732069133,0.275,0.125,18.0,-0.0033105989184426727,0.003212740354166633,-0.006386106512827712,0.006158667241810179
2.2463002732069133,0.325,0.125,30.0,-0.0018961651796221626,0.0023112329722562034,-0.003728340083988817,0.00452291436149647
2.2463002732069133,0.375,0.125,29.0,-0.0021145847504025175,0.002092307275414373,-0.004248562633818703,0.004056040351433836
2.2463002732069133,0.425,0.125,45.0,-0.0017450427836860924,0.0017064135178903729,-0.003339639208289196,0.0034708487748835817
2.2463002732069133,0.475,0.125,33.0,-0.0021796214422232334,0.0020000623986705947,-0.004095172034071755,0.004018947144997531
2.2463002732069133,0.525,0.125,35.0,-0.001913034116605815,0.001874518204348945,-0.00398902327742055,0.003544224384155004
2.2463002732069133,0.575,0.125,45.0,-0.001546126022027064,0.001384809194384287,-0.0030793333732804635,0.0027583420622753437
2.2463002732069133,0.625,0.125,46.0,-0.0017674313111800419,0.0014851497956698645,-0.003294414177463179,0.0029507838211339284
2.2463002732069133,0.675,0.125,103.0,-0.0010952103695142682,0.0010544407312208157,-0.002173865429400434,0.0020850204027955447
2.2463002732069133,0.725,0.125,76.0,-0.001096035797247002,0.0010442746078094156,-0.0022072144251022996,0.002052056921031321
2.2463002732069133,0.775,0.125,25.0,-0.0021162220701140167,0.0020199097652199203,-0.003911462387866316,0.003923315471373373
2.853821938497887,0.225,0.125,11.0,-0.0033585226723972833,0.0032165200273477374,-0.0064280621561050005,0.006231041366597813
2.853821938497887,0.275,0.125,20.0,-0.0028010640573976906,0.0025701708022409114,-0.005445313285207009,0.004940302911388506
2.853821938497887,0.325,0.125,34.0,-0.0016866743595298254,0.00195423201278959,-0.0033230621409181178,0.00402777979199848
2.853821938497887,0.375,0.125,36.0,-0.0021944697591449406,0.002105659748765607,-0.004386352161577631,0.004107406709084243
2.853821938497887,0.425,0.125,47.0,-0.001739531520370873,0.001779163960975721,-0.0034095425009479812,0.0036703023142141524
2.853821938497887,0.475,0.125,38.0,-0.002262471184186417,0.0021148157176545416,-0.004535831880806302,0.004074676743315483
2.853821938497887,0.525,0.125,40.0,-0.0019915808597552845,0.0017763081779296826,-0.00409861958138403,0.003661301462851899
2.853821938497887,0.575,0.125,40.0,-0.0020972478377927306,0.0022008638490421846,-0.004273725913659415,0.004191567497354841
2.853821938497887,0.625,0.125,66.0,-0.0015053834457610293,0.0014189162667597617,-0.002938431648145042,0.0027543713400612724
2.853821938497887,0.675,0.125,102.0,-0.0010265604661662364,0.0010071587869373852,-0.002040008122491458,0.0019410373254071937
2.853821938497887,0.725,0.125,50.0,-0.0011599684753892377,0.001080534743346525,-0.002253560836653211,0.0021584473306124883
2.853821938497887,0.775,0.125,12.0,-0.0025045293664326487,0.0022668086359963254,-0.005129790972315187,0.0041954489050256925
3.625650476828117,0.175,0.125,8.0,-0.002110183096992152,0.002216744426353061,-0.0040955112405112685,0.004296415886588749
3.625650476828117,0.225,0.125,17.0,-0.002030399841408772,0.002298808481886334,-0.0040047524680947195,0.004345347682205135
3.625650476828117,0.275,0.125,24.0,-0.002715433066079407,0.0024225848579280704,-0.005364289899899877,0.004779199450881583
3.625650476828117,0.325,0.125,35.0,-0.0014568548183916871,0.0015292553966768827,-0.003017678750126073,0.0029838032910677647
3.625650476828117,0.375,0.125,46.0,-0.0018695812291484827,0.0019713179724418933,-0.0037668456422038934,0.003900785925464597
3.625650476828117,0.425,0.125,44.0,-0.002032208688849571,0.001970327407306633,-0.004072112309270247,0.0038465504563107225
3.625650476828117,0.475,0.125,37.0,-0.0020936071780251037,0.0018992464447220108,-0.0041133601238162775,0.003657622709693676
3.625650476828117,0.525,0.125,50.0,-0.0019004772995018196,0.001871072093240284,-0.0037248337909075854,0.003718724513116255
3.625650476828117,0.575,0.125,28.0,-0.00247736275589815,0.0025976995395056495,-0.004867940068349084,0.005072625230872965
3.625650476828117,0.625,0.125,63.0,-0.0015626272037603062,0.0014602422996466814,-0.003007562125265245,0.0027924287015216346
3.625650476828117,0.675,0.125,97.0,-0.0010632070445289908,0.0010439086992323646,-0.002014640355229112,0.0020808573029272477
3.625650476828117,0.725,0.125,46.0,-0.0013552371725747325,0.0013276869471358663,-0.0026427266258170407,0.0025841649753421693
4.606223395648529,0.175,0.125,11.0,-0.002438779284425355,0.0019641558607829497,-0.004797703119732543,0.003803729862017957
4.606223395648529,0.225,0.125,23.0,-0.0020706301322875984,0.0017826672654573294,-0.003880096141572525,0.003627262799502211
4.606223395648529,0.275,0.125,27.0,-0.0023519652287246136,0.0019915569100267105,-0.004606210924314406,0.004021059432672853
4.606223395648529,0.325,0.125,47.0,-0.0018084153231364987,0.0017424036810466056,-0.0036107237292090726,0.003513922927787249
4.606223395648529,0.375,0.125,39.0,-0.002246019766619623,0.0020951593814175166,-0.004147371276651477,0.004354796631545921
4.606223395648529,0.425,0.125,49.0,-0.0017468504296996527,0.0018674179038248731,-0.0035553649965700137,0.00340616645954644
4.606223395648529,0.475,0.125,43.0,-0.0022881544527972313,0.0022682535720018548,-0.004770828301229847,0.004308677703001183
4.606223395648529,0.525,0.125,34.0,-0.0031395365756754323,0.0030039303453180065,-0.006079467501366567,0.006059954635809434
4.606223395648529,0.575,0.125,39.0,-0.0022878429893401137,0.002252060156046568,-0.004311220726371308,0.0046111754765013665
4.606223395648529,0.625,0.125,61.0,-0.0019529543977938187,0.0017846459689572086,-0.00388785009285106,0.003648117847701346
4.606223395648529,0.675,0.125,88.0,-0.001281657126948741,0.0013223534986064635,-0.0025398298185608428,0.00260586642553027
4.606223395648529,0.725,0.125,36.0,-0.0018027682734541978,0.0018623429565991132,-0.003467093238885074,0.0035911879330437816
5.851996519306433,0.175,0.125,14.0,-0.002585914448608718,0.002279907755363686,-0.005595240426464551,0.004240958314975792
5.851996519306433,0.225,0.125,25.0,-0.001767382262677159,0.0019720089182607117,-0.003649156255927358,0.0038124204435521854
5.851996519306433,0.275,0.125,37.0,-0.0022424231607352124,0.002324581367591739,-0.004406958225267011,0.004326320117560014
5.851996519306433,0.325,0.125,53.0,-0.0016742041684244724,0.001686827427474157,-0.00335371655629723,0.003409826432882982
5.851996519306433,0.375,0.125,37.0,-0.002415827259713416,0.00260987409916564,-0.005004783412957444,0.004942662119650894
5.851996519306433,0.425,0.125,47.0,-0.0022123879351457834,0.0020988959024936978,-0.0043068972485096795,0.004198446286425596
5.851996519306433,0.475,0.125,46.0,-0.002724116867641845,0.0026929003499303918,-0.005498047982473334,0.005163027308660178
5.851996519306433,0.525,0.125,37.0,-0.0031708979565469426,0.0029225508356669366,-0.006345098692303751,0.005667076954504441
